IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.184.198,2053,2053,TRUE,SIN,Asia Pacific,Singapore,123,10.32
8.219.193.202,8880,8880,FALSE,SIN,Asia Pacific,Singapore,23,10.31
8.222.214.13,2052,2052,FALSE,SIN,Asia Pacific,Singapore,15,10.31
8.219.103.65,2087,2087,TRUE,SIN,Asia Pacific,Singapore,65,10.3
8.222.198.105,2087,2087,TRUE,SIN,Asia Pacific,Singapore,93,10.3
8.222.249.190,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,10.3
8.219.206.180,8880,8880,FALSE,SIN,Asia Pacific,Singapore,19,10.29
8.222.162.45,2087,2087,TRUE,SIN,Asia Pacific,Singapore,67,10.29
47.236.149.107,2082,2082,FALSE,SIN,Asia Pacific,Singapore,19,10.28
47.243.70.197,80,80,FALSE,HKG,Asia Pacific,Hong Kong,45,10.28
8.218.136.25,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,102,10.28
47.236.123.133,2053,2053,TRUE,SIN,Asia Pacific,Singapore,111,10.27
47.236.180.51,80,80,FALSE,SIN,Asia Pacific,Singapore,38,10.27
8.219.12.152,2083,2083,TRUE,SIN,Asia Pacific,Singapore,116,10.27
8.219.86.200,2083,2083,TRUE,SIN,Asia Pacific,Singapore,65,10.27
8.222.221.86,80,80,FALSE,SIN,Asia Pacific,Singapore,11,10.27
8.222.211.16,80,80,FALSE,SIN,Asia Pacific,Singapore,5,10.26
8.219.186.189,8443,8443,TRUE,SIN,Asia Pacific,Singapore,71,10.25
8.222.214.13,8080,8080,FALSE,SIN,Asia Pacific,Singapore,87,10.25
8.222.215.228,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,10.25
8.219.198.34,8880,8880,FALSE,SIN,Asia Pacific,Singapore,24,10.24
8.219.202.130,2096,2096,TRUE,SIN,Asia Pacific,Singapore,80,10.24
8.219.72.50,8443,8443,TRUE,SIN,Asia Pacific,Singapore,61,10.24
8.222.214.231,2053,2053,TRUE,SIN,Asia Pacific,Singapore,27,10.24
8.222.249.98,2083,2083,TRUE,SIN,Asia Pacific,Singapore,80,10.24
47.236.174.206,2053,2053,TRUE,SIN,Asia Pacific,Singapore,105,10.23
8.219.200.145,2087,2087,TRUE,SIN,Asia Pacific,Singapore,62,10.23
8.219.6.157,8443,8443,TRUE,SIN,Asia Pacific,Singapore,49,10.23
8.222.174.108,2052,2052,FALSE,SIN,Asia Pacific,Singapore,24,10.23
47.236.145.85,2053,2053,TRUE,SIN,Asia Pacific,Singapore,90,10.22
47.242.59.216,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,39,10.22
47.243.203.119,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,92,10.22
8.219.100.155,2082,2082,FALSE,SIN,Asia Pacific,Singapore,7,10.22
8.222.214.13,2083,2083,TRUE,SIN,Asia Pacific,Singapore,55,10.22
8.218.149.193,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,74,10.21
8.218.2.181,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,44,10.21
8.219.6.157,2096,2096,TRUE,SIN,Asia Pacific,Singapore,21,10.21
8.222.210.182,2053,2053,TRUE,SIN,Asia Pacific,Singapore,99,10.21
47.245.86.230,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,10.2
8.219.222.98,2095,2095,FALSE,SIN,Asia Pacific,Singapore,15,10.2
8.219.247.203,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,10.2
8.222.208.83,443,443,TRUE,SIN,Asia Pacific,Singapore,75,10.2
8.210.39.96,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,72,10.19
8.218.158.94,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,64,10.19
8.219.157.97,2083,2083,TRUE,SIN,Asia Pacific,Singapore,123,10.19
8.219.195.47,2095,2095,FALSE,SIN,Asia Pacific,Singapore,16,10.19
8.219.93.5,2087,2087,TRUE,SIN,Asia Pacific,Singapore,64,10.19
8.222.140.87,443,443,TRUE,SIN,Asia Pacific,Singapore,61,10.19
47.236.144.48,8880,8880,FALSE,SIN,Asia Pacific,Singapore,29,10.18
47.74.21.46,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,81,10.18
8.219.102.252,2096,2096,TRUE,SIN,Asia Pacific,Singapore,81,10.18
8.219.6.157,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,10.18
8.222.202.163,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,10.18
47.236.174.206,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,10.17
47.76.49.246,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,84,10.17
8.219.237.250,443,443,TRUE,SIN,Asia Pacific,Singapore,137,10.17
8.219.245.187,2086,2086,FALSE,SIN,Asia Pacific,Singapore,21,10.17
47.236.104.98,2053,2053,TRUE,SIN,Asia Pacific,Singapore,119,10.16
8.217.239.116,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,38,10.16
8.219.141.174,2082,2082,FALSE,SIN,Asia Pacific,Singapore,32,10.16
8.219.202.130,2096,2096,TRUE,SIN,Asia Pacific,Singapore,153,10.16
8.222.180.242,80,80,FALSE,SIN,Asia Pacific,Singapore,41,10.16
8.222.237.131,2087,2087,TRUE,SIN,Asia Pacific,Singapore,41,10.16
8.218.146.204,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,55,10.15
8.219.188.162,2052,2052,FALSE,SIN,Asia Pacific,Singapore,15,10.15
8.222.193.208,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,10.14
8.222.215.228,2083,2083,TRUE,SIN,Asia Pacific,Singapore,53,10.14
8.222.255.15,443,443,TRUE,SIN,Asia Pacific,Singapore,88,10.13
47.236.7.106,8880,8880,FALSE,SIN,Asia Pacific,Singapore,32,10.12
47.236.93.176,2086,2086,FALSE,SIN,Asia Pacific,Singapore,24,10.12
8.219.1.92,2083,2083,TRUE,SIN,Asia Pacific,Singapore,34,10.12
8.219.114.201,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,10.12
8.219.198.34,80,80,FALSE,SIN,Asia Pacific,Singapore,29,10.12
8.219.200.145,2086,2086,FALSE,SIN,Asia Pacific,Singapore,25,10.12
8.219.40.38,443,443,TRUE,SIN,Asia Pacific,Singapore,165,10.12
8.219.72.50,2083,2083,TRUE,SIN,Asia Pacific,Singapore,108,10.12
8.219.84.102,2095,2095,FALSE,SIN,Asia Pacific,Singapore,8,10.12
47.236.169.164,2087,2087,TRUE,SIN,Asia Pacific,Singapore,91,10.11
8.219.248.47,2096,2096,TRUE,SIN,Asia Pacific,Singapore,143,10.11
8.222.208.83,8443,8443,TRUE,SIN,Asia Pacific,Singapore,52,10.11
8.222.253.235,2087,2087,TRUE,SIN,Asia Pacific,Singapore,78,10.11
8.210.39.96,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,41,10.1
8.222.128.131,2087,2087,TRUE,SIN,Asia Pacific,Singapore,91,10.1
8.218.2.181,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,37,10.09
8.219.193.22,2083,2083,TRUE,SIN,Asia Pacific,Singapore,67,10.09
8.222.223.34,8443,8443,TRUE,SIN,Asia Pacific,Singapore,66,10.09
47.236.165.25,2095,2095,FALSE,SIN,Asia Pacific,Singapore,17,10.08
47.236.172.95,2095,2095,FALSE,SIN,Asia Pacific,Singapore,10,10.08
8.219.103.57,2087,2087,TRUE,SIN,Asia Pacific,Singapore,42,10.08
8.219.194.170,2082,2082,FALSE,SIN,Asia Pacific,Singapore,24,10.08
8.219.209.14,2083,2083,TRUE,SIN,Asia Pacific,Singapore,91,10.08
47.76.77.103,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,100,10.07
47.236.146.249,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,10.06
47.236.83.239,2095,2095,FALSE,SIN,Asia Pacific,Singapore,35,10.06
8.219.242.208,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,10.06
47.74.37.50,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,72,10.05
8.219.151.193,443,443,TRUE,NRT,Asia Pacific,Tokyo,54,10.05
8.219.191.40,2053,2053,TRUE,SIN,Asia Pacific,Singapore,110,10.05
8.219.242.208,8443,8443,TRUE,SIN,Asia Pacific,Singapore,167,10.05
8.222.222.64,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,10.05
8.218.105.223,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,100,10.04
8.218.3.12,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,42,10.04
8.219.145.245,2083,2083,TRUE,SIN,Asia Pacific,Singapore,65,10.04
8.219.220.88,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,10.04
8.219.228.193,2053,2053,TRUE,SIN,Asia Pacific,Singapore,160,10.04
8.222.198.105,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,10.03
8.222.221.90,443,443,TRUE,SIN,Asia Pacific,Singapore,83,10.03
8.219.113.232,8080,8080,FALSE,SIN,Asia Pacific,Singapore,9,10.02
8.219.141.174,2052,2052,FALSE,SIN,Asia Pacific,Singapore,8,10.02
8.219.178.101,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,10.02
8.219.198.34,2096,2096,TRUE,SIN,Asia Pacific,Singapore,156,10.02
8.219.199.220,2095,2095,FALSE,SIN,Asia Pacific,Singapore,30,10.02
8.222.187.4,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,10.01
8.222.193.208,8880,8880,FALSE,SIN,Asia Pacific,Singapore,5,10.01
8.222.210.182,2082,2082,FALSE,SIN,Asia Pacific,Singapore,25,10.01
8.218.142.253,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,58,10
8.222.183.242,2083,2083,TRUE,SIN,Asia Pacific,Singapore,94,10
8.218.143.10,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,59,9.99
47.236.104.98,2082,2082,FALSE,SIN,Asia Pacific,Singapore,30,9.98
8.219.175.127,2087,2087,TRUE,SIN,Asia Pacific,Singapore,133,9.98
8.219.78.1,2053,2053,TRUE,SIN,Asia Pacific,Singapore,66,9.98
8.222.226.15,8443,8443,TRUE,SIN,Asia Pacific,Singapore,120,9.98
8.219.179.34,2096,2096,TRUE,SIN,Asia Pacific,Singapore,53,9.97
8.219.111.175,8080,8080,FALSE,SIN,Asia Pacific,Singapore,83,9.96
8.219.122.96,443,443,TRUE,SIN,Asia Pacific,Singapore,86,9.96
8.222.223.34,2082,2082,FALSE,SIN,Asia Pacific,Singapore,3,9.96
8.219.103.65,2096,2096,TRUE,SIN,Asia Pacific,Singapore,57,9.95
8.219.140.229,8880,8880,FALSE,SIN,Asia Pacific,Singapore,45,9.95
47.236.97.90,80,80,FALSE,SIN,Asia Pacific,Singapore,21,9.94
8.218.85.128,80,80,FALSE,HKG,Asia Pacific,Hong Kong,37,9.94
8.219.102.252,8443,8443,TRUE,SIN,Asia Pacific,Singapore,99,9.94
8.218.2.181,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,48,9.93
8.219.137.50,8880,8880,FALSE,SIN,Asia Pacific,Singapore,3,9.93
8.219.235.164,8443,8443,TRUE,SIN,Asia Pacific,Singapore,144,9.93
8.222.249.190,8080,8080,FALSE,SIN,Asia Pacific,Singapore,14,9.93
8.218.243.95,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,38,9.92
8.219.101.138,2083,2083,TRUE,SIN,Asia Pacific,Singapore,95,9.91
8.219.237.250,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,9.91
8.222.209.223,8443,8443,TRUE,SIN,Asia Pacific,Singapore,36,9.91
8.218.85.128,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,155,9.9
8.222.183.242,8080,8080,FALSE,SIN,Asia Pacific,Singapore,39,9.9
8.222.221.109,2087,2087,TRUE,SIN,Asia Pacific,Singapore,70,9.9
47.236.166.131,2095,2095,FALSE,SIN,Asia Pacific,Singapore,19,9.89
8.219.179.34,2087,2087,TRUE,SIN,Asia Pacific,Singapore,79,9.89
8.219.250.239,2095,2095,FALSE,SIN,Asia Pacific,Singapore,14,9.88
8.219.3.53,8080,8080,FALSE,SIN,Asia Pacific,Singapore,6,9.88
47.242.176.237,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,57,9.87
8.217.207.60,80,80,FALSE,HKG,Asia Pacific,Hong Kong,40,9.87
8.219.200.145,443,443,TRUE,SIN,Asia Pacific,Singapore,144,9.87
8.222.252.150,2087,2087,TRUE,SIN,Asia Pacific,Singapore,74,9.87
8.219.201.8,2096,2096,TRUE,SIN,Asia Pacific,Singapore,174,9.86
8.222.202.163,2096,2096,TRUE,SIN,Asia Pacific,Singapore,108,9.86
